label,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4,lx5,ly5,lx6,ly6,lx7,ly7,lx8,ly8,lx9,ly9,lx10,ly10,lx11,ly11,lx12,ly12,lx13,ly13,lx14,ly14,lx15,ly15,lx16,ly16,lx17,ly17,lx18,ly18,lx19,ly19,lx20,ly20,rx0,ry0,rx1,ry1,rx2,ry2,rx3,ry3,rx4,ry4,rx5,ry5,rx6,ry6,rx7,ry7,rx8,ry8,rx9,ry9,rx10,ry10,rx11,ry11,rx12,ry12,rx13,ry13,rx14,ry14,rx15,ry15,rx16,ry16,rx17,ry17,rx18,ry18,rx19,ry19,rx20,ry20
A,0.452170253,0.42645216,0.445935577,0.368939281,0.413087606,0.336627483,0.381350279,0.320379913,0.361199796,0.303494453,0.37796399,0.360023767,0.385223538,0.350598961,0.401685953,0.355772495,0.409468114,0.36473757,0.373292208,0.392935693,0.381655812,0.381566614,0.395133257,0.383513659,0.402168125,0.392001361,0.3760432,0.424315423,0.380542278,0.410612971,0.392717749,0.410349131,0.400794625,0.416282237,0.380615413,0.45232439,0.381914526,0.438765466,0.393435717,0.43657881,0.401087016,0.440649301,0.252837569,0.418928504,0.267969042,0.36488086,0.297907293,0.329274952,0.329562247,0.313204825,0.350954115,0.300312638,0.328393131,0.363550127,0.342846483,0.357210577,0.329885125,0.356283247,0.31749928,0.359003335,0.330690414,0.397233486,0.341789424,0.386711985,0.33147651,0.384343594,0.319978148,0.388900697,0.328350425,0.426790863,0.338405162,0.415043145,0.329302758,0.411905587,0.317085713,0.415261388,0.323663026,0.452424705,0.333616853,0.43994233,0.324545979,0.436699092,0.313873589,0.4405846
A,0.5475927,0.423402995,0.535612881,0.371614456,0.506757736,0.333708197,0.476920873,0.313410372,0.456918746,0.290202111,0.468232155,0.365464717,0.467692971,0.370333821,0.483388275,0.372780859,0.494325638,0.374060392,0.46422416,0.399064153,0.469468921,0.400811493,0.482546777,0.401631594,0.492881596,0.401227504,0.467430741,0.431975454,0.472075582,0.430522561,0.484389722,0.430237919,0.495215267,0.428620696,0.472618073,0.462680876,0.47458452,0.460530013,0.486952335,0.457618177,0.496173322,0.455357999,0.347914189,0.419249386,0.362319171,0.366010815,0.390231133,0.325190961,0.42288509,0.304207951,0.446150064,0.292891502,0.420585096,0.353602797,0.444568187,0.359991878,0.43210116,0.360497802,0.41737169,0.35959509,0.422210753,0.38962552,0.442434818,0.388410091,0.432746381,0.388005912,0.420130134,0.389382482,0.420408934,0.421762764,0.43833667,0.417580009,0.429633677,0.41677013,0.416798055,0.418279618,0.416532904,0.450422615,0.432972878,0.442138374,0.423723787,0.440422863,0.412270874,0.442929894
A,0.484955311,0.37886408,0.470448166,0.32904622,0.440101922,0.293080568,0.408911645,0.273947746,0.388752282,0.250377864,0.401501328,0.327360511,0.402746677,0.330856621,0.418777704,0.332790285,0.429440081,0.334368974,0.399749964,0.361685246,0.404225707,0.361040503,0.417569578,0.361165404,0.427844495,0.362041384,0.404837221,0.393812776,0.407157093,0.389761358,0.419316888,0.3894701,0.430143028,0.38938719,0.41160658,0.422994375,0.41153577,0.419599354,0.423576742,0.416252196,0.432901263,0.414949924,0.271613479,0.355684191,0.295410186,0.307844102,0.326456606,0.275580168,0.35848847,0.260949731,0.382114768,0.251507401,0.357008576,0.317524076,0.373092294,0.328783303,0.360932231,0.326076657,0.349133581,0.32089743,0.353130549,0.350912392,0.367327988,0.35458228,0.35769251,0.351562738,0.345945328,0.34895137,0.34527877,0.379660636,0.359918088,0.380455971,0.351195723,0.377424717,0.338230252,0.374816746,0.335879266,0.40476197,0.351023465,0.402885765,0.341935843,0.398163855,0.33006984,0.396227926
A,0.430339664,0.451018125,0.398072988,0.35160619,0.344286025,0.275861651,0.287497908,0.227933124,0.252468109,0.173062205,0.267806411,0.328380316,0.247073948,0.348833263,0.276674181,0.357123137,0.303716719,0.357996196,0.257948518,0.395404458,0.252446145,0.406007975,0.279059231,0.411606282,0.304468006,0.410603076,0.261911422,0.462204963,0.257089943,0.460930288,0.280689299,0.465717971,0.305653065,0.464386165,0.269626766,0.523113549,0.258254647,0.520041168,0.282496572,0.518824816,0.303887248,0.515090525,0.007289059,0.402781546,0.054615654,0.31030336,0.118269503,0.242896914,0.180349559,0.208141118,0.225376159,0.18207112,0.149446353,0.321422756,0.212236628,0.337301075,0.188578367,0.327251852,0.158480391,0.320497036,0.14360325,0.391585439,0.205016434,0.393207848,0.185283393,0.381836146,0.157482192,0.379922211,0.135679975,0.451594591,0.191203251,0.447343618,0.174013346,0.435941637,0.147341236,0.434241533,0.125689626,0.503769696,0.176605687,0.49530381,0.160374075,0.482633173,0.135104626,0.481913269
A,0.551129937,0.478654712,0.512732387,0.37270695,0.45895946,0.29642874,0.402134657,0.24511148,0.366473496,0.194251895,0.386328071,0.367734551,0.35782969,0.366619319,0.386614412,0.369845539,0.411152542,0.373669863,0.380181283,0.43915382,0.358978838,0.427559763,0.383799434,0.427531362,0.408649087,0.431481838,0.386149555,0.504962564,0.364594787,0.485361516,0.386708021,0.486370862,0.411757827,0.490449995,0.395779312,0.562007904,0.368344903,0.544938087,0.389928997,0.541375518,0.412135869,0.542489648,0.103964463,0.415700614,0.157192111,0.316270262,0.224687546,0.251188338,0.291016459,0.220817357,0.338740259,0.200563207,0.271408737,0.345074832,0.324801028,0.356883645,0.29856801,0.34319222,0.269473732,0.336468905,0.262739897,0.415071189,0.312279433,0.413207531,0.29219985,0.399241239,0.266532868,0.397668362,0.248808324,0.473505884,0.294897407,0.468259275,0.277154595,0.455456704,0.250741422,0.453527153,0.23207821,0.524012566,0.275565565,0.516305089,0.258541882,0.502834141,0.234007969,0.501824081
A,0.556378305,0.563833416,0.519388735,0.45300743,0.464731157,0.372740567,0.404802084,0.322286248,0.37017417,0.26534301,0.401313126,0.454424173,0.355819106,0.447101504,0.383852124,0.442139655,0.411005467,0.44562909,0.399208546,0.527564049,0.357129097,0.508639574,0.380936742,0.501188815,0.406999171,0.505965769,0.405567616,0.59366858,0.365701139,0.568199694,0.386781156,0.563041747,0.412021071,0.568233907,0.415067971,0.651835918,0.369922638,0.632440865,0.391450286,0.624707699,0.416320771,0.626213789,0.091346353,0.505005836,0.147993535,0.392386913,0.218558773,0.32581681,0.288845181,0.296096265,0.339456737,0.26831004,0.281049848,0.438712507,0.328108579,0.421466231,0.296386749,0.400575131,0.266462475,0.400541723,0.271668136,0.513626039,0.318031371,0.486175627,0.293772101,0.466225326,0.265202463,0.470859826,0.254103273,0.573254228,0.300042629,0.548036397,0.280027747,0.529738009,0.250793755,0.531313598,0.233960047,0.622920394,0.27954939,0.601499081,0.261087656,0.583492279,0.234567702,0.584941208
A,0.385447532,0.345858395,0.377111346,0.296293914,0.342668533,0.264151871,0.309532285,0.24911204,0.29004395,0.229928523,0.318220109,0.281902224,0.316362232,0.282425106,0.331022769,0.288004816,0.341049135,0.293301582,0.311779261,0.315133005,0.31472832,0.315288246,0.327307522,0.317897141,0.337067485,0.320876777,0.311516613,0.347702682,0.312452674,0.34469986,0.323652983,0.345346153,0.333449036,0.346329272,0.313026845,0.376731157,0.311021119,0.37214011,0.322237849,0.371219277,0.330362022,0.371739149,0.176683813,0.32775867,0.194581822,0.279296517,0.228089586,0.24722299,0.261794358,0.237638265,0.28534016,0.230399996,0.259594589,0.284034193,0.268994689,0.28871879,0.253737032,0.287930369,0.24127695,0.285506785,0.25811559,0.318125069,0.264007509,0.318471789,0.251989841,0.31655395,0.239865571,0.316420555,0.2521348,0.348996758,0.258123159,0.34743309,0.24761197,0.344136298,0.234881312,0.342635155,0.244211301,0.376919866,0.250491649,0.372483253,0.239438891,0.368634671,0.228447005,0.368333787
A,0.452003539,0.282957673,0.438209087,0.202661335,0.39102158,0.148691744,0.339222968,0.126495212,0.307236373,0.099423349,0.339168638,0.180511117,0.335117519,0.187823564,0.359814376,0.195589662,0.378450572,0.199602619,0.328202248,0.234213054,0.335140198,0.239189208,0.356203675,0.244010895,0.372106314,0.244734809,0.329109371,0.288039178,0.33674711,0.289015651,0.355076373,0.290201515,0.371408761,0.288006365,0.333414555,0.339126468,0.337703884,0.340425342,0.35634318,0.338363171,0.369951993,0.335408181,0.108001947,0.261264384,0.137113631,0.181765437,0.188914806,0.128714055,0.242807299,0.107941724,0.280209392,0.097551614,0.246327579,0.182788372,0.272399247,0.198531434,0.252476633,0.197970495,0.231071204,0.19323121,0.246134132,0.239297435,0.264460146,0.245652154,0.247837216,0.244469211,0.227658778,0.244532481,0.23787874,0.291156828,0.257366985,0.293833852,0.242322758,0.290171593,0.220278382,0.287438631,0.225850761,0.337508261,0.247124568,0.336186022,0.231129929,0.330820739,0.21105735,0.329930961
A,0.536982059,0.450533807,0.52587539,0.369506717,0.477986544,0.315153718,0.42705822,0.290057749,0.398341864,0.255978733,0.417131066,0.345653087,0.420239806,0.357198685,0.446614474,0.364185691,0.463799268,0.368203253,0.406611472,0.399231404,0.420909792,0.410385281,0.443491578,0.414037049,0.45773536,0.414517969,0.40848735,0.452591121,0.421835184,0.45839563,0.441635847,0.457990855,0.456565827,0.455846906,0.413691163,0.50358218,0.421052754,0.506039917,0.441454649,0.502139986,0.454889059,0.498971671,0.191521317,0.417516142,0.228726998,0.33324182,0.278971702,0.281435877,0.334857911,0.264413297,0.375599742,0.249095932,0.331139416,0.344526798,0.375428349,0.345632166,0.35800007,0.3361485,0.335698396,0.330756575,0.328201354,0.403867036,0.360929161,0.391958088,0.343254387,0.383473068,0.321485668,0.383198947,0.317393422,0.453665435,0.345127165,0.437034667,0.329156399,0.430154562,0.306140482,0.429467857,0.304089278,0.496107697,0.328257561,0.478663802,0.312659591,0.470772833,0.29277721,0.471877486
A,0.485862494,0.443835765,0.465846866,0.364244163,0.416058749,0.310570717,0.364849329,0.284940839,0.334891617,0.250239313,0.362554312,0.347739398,0.35553807,0.353239983,0.381587148,0.35787344,0.401911348,0.361435354,0.35567829,0.402743787,0.359671831,0.405097604,0.381455392,0.407022178,0.398023725,0.407702953,0.359426856,0.456015348,0.364856094,0.453618139,0.383453637,0.452785611,0.399717122,0.451172829,0.365752995,0.505282164,0.367556959,0.501319885,0.38667047,0.497272432,0.399969131,0.494336843,0.141114801,0.42138204,0.172143638,0.337089747,0.221736282,0.283116519,0.274857223,0.262993336,0.313553751,0.248051196,0.282727599,0.3523193,0.309078455,0.343274683,0.287473261,0.335359991,0.265117526,0.335601211,0.280232757,0.409021527,0.2966564,0.389453441,0.278354317,0.3816365,0.258020222,0.387574941,0.267969698,0.458153486,0.283076137,0.435892642,0.265816748,0.427821189,0.243800506,0.431667924,0.252679318,0.500857532,0.269254684,0.479484499,0.253041983,0.470203668,0.233518198,0.474305779
A,0.61946106,0.443296492,0.596283972,0.363334388,0.549951136,0.30618462,0.50328815,0.276425779,0.476206899,0.235523388,0.498931617,0.342339188,0.475862265,0.362836897,0.496210247,0.371027887,0.518942595,0.370979726,0.492310822,0.396509171,0.474421918,0.411064059,0.493429244,0.417716235,0.514678001,0.415362269,0.493563831,0.449161857,0.478670388,0.455746144,0.495840549,0.460793674,0.515347838,0.45751363,0.497693658,0.497711062,0.481444001,0.50045979,0.49961549,0.501802146,0.515469491,0.497546762,0.266872287,0.394265085,0.309363216,0.308085561,0.363064617,0.259307683,0.420070589,0.245446295,0.463482976,0.226203665,0.42149201,0.332618982,0.469160914,0.302804351,0.467117101,0.274063647,0.45476529,0.261587799,0.418250471,0.390822619,0.440085441,0.351415128,0.419037461,0.336632609,0.399591744,0.341915995,0.4017407,0.438664556,0.420703769,0.399537951,0.40162912,0.387494206,0.379280388,0.390058398,0.382674813,0.478177458,0.399826407,0.444793701,0.383882582,0.43164584,0.365159899,0.433893114
A,0.516643822,0.58454299,0.502450645,0.493570536,0.450785041,0.435938716,0.395841151,0.410233915,0.362972111,0.381162584,0.3852458,0.475870669,0.386286825,0.478723407,0.414399117,0.485916138,0.432534486,0.492689073,0.374962121,0.533758402,0.386616915,0.533718586,0.410771072,0.536508441,0.426769525,0.539901137,0.378094822,0.589715421,0.389399141,0.585777581,0.410671145,0.585106671,0.428387314,0.586546659,0.384083629,0.641921043,0.390996397,0.636699378,0.412352026,0.632493138,0.427862257,0.631816506,0.15642792,0.567826033,0.192275047,0.478561878,0.242407978,0.421153843,0.296800345,0.394701511,0.336401105,0.373492301,0.290593326,0.486205548,0.333140463,0.477197677,0.310513645,0.46721071,0.285150617,0.468620777,0.288476527,0.546971679,0.328689665,0.52859509,0.310324371,0.51755923,0.287244201,0.522109389,0.280771911,0.598619998,0.318132758,0.578052342,0.302176416,0.567410827,0.278886944,0.570353448,0.270269513,0.642779291,0.304919839,0.622621119,0.289638072,0.611863315,0.268577188,0.615695238
A,0.627100825,0.633441925,0.604168236,0.497930914,0.529960871,0.41362232,0.44779548,0.380031407,0.401109308,0.325221866,0.432943195,0.471859097,0.434660256,0.481126219,0.477561593,0.494303524,0.505293489,0.503516972,0.416345716,0.559633195,0.432823509,0.566267669,0.471232682,0.572118163,0.496133208,0.575080574,0.418950915,0.644705713,0.436992615,0.641757488,0.470959991,0.642642915,0.49745369,0.64281553,0.42637381,0.723752916,0.434810817,0.71964097,0.468297243,0.714155972,0.491887987,0.711493492,0.09437044,0.614134729,0.155750871,0.481248498,0.228122011,0.40103066,0.304318488,0.363061547,0.359003603,0.32724911,0.298908204,0.506931543,0.353226185,0.498995632,0.318688869,0.485191852,0.285274148,0.484883726,0.294723034,0.59714365,0.349145085,0.574659407,0.321049154,0.557962656,0.286629379,0.562852263,0.280151457,0.673922896,0.33382231,0.648949623,0.309414953,0.634595513,0.274127156,0.63777256,0.26176697,0.739490867,0.314098716,0.715558112,0.288932353,0.700682461,0.257790983,0.70467037
A,0.504222333,0.369942576,0.487450927,0.326133579,0.460342556,0.292389303,0.43418026,0.271055639,0.416415572,0.24996236,0.424891502,0.323860407,0.420913249,0.33569783,0.434942305,0.338011384,0.447106689,0.336832106,0.423475534,0.356186032,0.423714519,0.362896889,0.436338156,0.363645196,0.448167413,0.361786753,0.42830351,0.386426866,0.428157836,0.388706595,0.439283669,0.389313877,0.450562477,0.386664033,0.434984475,0.413878471,0.432594538,0.415243119,0.443751603,0.413220674,0.453113049,0.409917265,0.310558617,0.362654626,0.331785649,0.316152573,0.358467251,0.282721639,0.386258185,0.264564097,0.408127904,0.253308058,0.391735166,0.329551309,0.405089974,0.333059251,0.393785119,0.327345967,0.383045822,0.324699134,0.387651861,0.362117231,0.398296714,0.357985377,0.388712376,0.35194549,0.377230853,0.351727068,0.379087418,0.388747782,0.389543384,0.382163167,0.380920351,0.377080292,0.368929833,0.376327187,0.368864596,0.411844254,0.379625231,0.404945701,0.37182799,0.398782074,0.361928016,0.397912771
A,0.508993924,0.427184343,0.494603664,0.376894444,0.463709742,0.340129912,0.432290852,0.322987735,0.410757542,0.305652589,0.429432273,0.374392122,0.426072955,0.367718339,0.441134065,0.370017529,0.451737761,0.376352131,0.427852929,0.407275468,0.427060634,0.397746563,0.439919978,0.397636116,0.450330287,0.403195232,0.431914955,0.436902881,0.429130435,0.425944179,0.440058768,0.424976617,0.450273037,0.42833671,0.437574655,0.463355601,0.43208763,0.453551978,0.442636311,0.450820863,0.4514952,0.452671558,0.304567426,0.413601756,0.319887966,0.36306718,0.349563479,0.326670408,0.38253209,0.314338684,0.405791014,0.312747747,0.364409715,0.370484561,0.394288659,0.357342213,0.380827069,0.351828456,0.366423994,0.354978651,0.366066635,0.401855052,0.392370015,0.385146737,0.382706195,0.379469335,0.37057209,0.384148508,0.365654081,0.427846134,0.387859523,0.411726892,0.379697621,0.406299442,0.368066311,0.41053468,0.363637,0.450299144,0.384188235,0.435114861,0.375360489,0.429394126,0.36378175,0.433303833
A,0.512099087,0.421304882,0.490577012,0.377551556,0.45932588,0.348692805,0.42970413,0.33271274,0.409712255,0.314186215,0.430823177,0.390281498,0.425892085,0.38724649,0.439365685,0.386466861,0.450235814,0.388692349,0.432176828,0.423149049,0.426249593,0.418220371,0.438076288,0.415414959,0.450341016,0.416319728,0.438899398,0.451635569,0.429888874,0.447352648,0.440134466,0.444176137,0.451796055,0.44328016,0.447516948,0.476380438,0.436584711,0.474822819,0.445385873,0.469476759,0.455196381,0.467207164,0.303201795,0.41092062,0.32716158,0.368718445,0.354861557,0.339298874,0.382868558,0.325764179,0.404281706,0.320688814,0.383017391,0.388050228,0.397874355,0.395313084,0.387134582,0.390179187,0.376642734,0.385491788,0.377748877,0.419091552,0.390806466,0.421087682,0.381958544,0.415659994,0.370992273,0.413052768,0.368509591,0.444840193,0.381092727,0.445017666,0.37342146,0.440066934,0.361997157,0.437199473,0.357497692,0.466749281,0.369830012,0.465892404,0.362646371,0.459080338,0.352754384,0.456184149
